# x0 = -1.5 h_anim = 0.05
py0 py1 py2 py3 py4 py5 py6 py7 py8 py9 py10 py11 py12 py13 py14 py15 py16 py17 py18 py19 py20 py21 py22 py23 py24 py25 py26 py27 py28 py29 py30 py31 py32 py33 py34 py35 py36 py37 py38 py39 py40 py41 py42 py43 py44 py45 py46 py47 py48 py49 y x
0.377462 0.385086 0.3925 0.399662 0.353333 0.166667 -2.39808e-14 -0.146667 -0.273333 -0.285193 -0.28072 -0.276771 -0.273584 -0.271475 -0.270877 -0.272379 -0.276792 -0.285238 -0.299279 -0.321109 -0.233333 -0.1 0.0533333 0.226667 0.364236 0.34397 0.32067 0.294075 0.263911 0.22988 0.191667 0.14893 0.101307 0.0484098 -0.0101784 -0.0749015 0.0591182 0.385232 0.654519 0.876591 1.06048 1.2138 1.34267 1.4519 1.54527 1.62571 1.69555 1.75661 1.81036 1.85795 -0.270849 -0.808333 
0.379321 0.387041 0.394555 0.401822 0.408798 0.25 0.08 -0.07 -0.2 -0.283405 -0.278759 -0.274613 -0.271196 -0.268821 -0.267911 -0.269046 -0.273021 -0.280942 -0.294348 -0.31 -0.2 -0.07 0.08 0.25 0.370409 0.35046 0.327492 0.301248 0.271451 0.237807 0.2 0.157691 0.110517 0.0580917 -4.44089e-15 -0.0642013 0.0727794 0.396493 0.663882 0.884453 1.06715 1.21951 1.3476 1.4562 1.54904 1.62905 1.69852 1.75927 1.81274 1.8601 -0.267911 -0.8 
0.381181 0.388996 0.39661 0.403983 0.411069 0.333333 0.16 0.00666667 -0.126667 -0.24 -0.276798 -0.272454 -0.268808 -0.266167 -0.264946 -0.265712 -0.269251 -0.276647 -0.289417 -0.273333 -0.166667 -0.04 0.106667 0.273333 0.376583 0.35695 0.334315 0.30842 0.278992 0.245734 0.208333 0.166451 0.119727 0.0677737 0.0101784 -0.0535011 0.0864406 0.407754 0.673246 0.892314 1.07382 1.22522 1.35253 1.4605 1.55281 1.63238 1.70148 1.76192 1.81513 1.86226 -0.264917 -0.791667 
0.38304 0.39095 0.398665 0.406143 0.41334 0.416667 0.24 0.0833333 -0.0533333 -0.17 -0.266667 -0.270295 -0.266421 -0.263513 -0.26198 -0.262379 -0.26548 -0.272351 -0.284486 -0.236667 -0.133333 -0.01 0.133333 0.296667 0.382756 0.36344 0.341138 0.315593 0.286532 0.253661 0.216667 0.175212 0.128937 0.0774556 0.0203567 -0.0428008 0.100102 0.419015 0.682609 0.900176 1.08048 1.23093 1.35746 1.46479 1.55658 1.63571 1.70445 1.76458 1.81752 1.86442 -0.261866 -0.783333 
0.3849 0.392905 0.40072 0.408303 0.415611 0.422595 0.32 0.16 0.02 -0.1 -0.2 -0.268136 -0.264033 -0.26086 -0.259015 -0.259046 -0.261709 -0.268055 -0.279556 -0.2 -0.1 0.02 0.16 0.32 0.38893 0.36993 0.347961 0.322765 0.294072 0.261588 0.225 0.183972 0.138146 0.0871376 0.0305351 -0.0321006 0.113763 0.430277 0.691972 0.908037 1.08715 1.23663 1.3624 1.46909 1.56035 1.63905 1.70741 1.76723 1.81991 1.86658 -0.258754 -0.775 
0.386759 0.39486 0.402775 0.410464 0.417882 0.424982 0.4 0.236667 0.0933333 -0.03 -0.133333 -0.216667 -0.261645 -0.258206 -0.256049 -0.255712 -0.257938 -0.26376 -0.24 -0.163333 -0.0666667 0.05 0.186667 0.343333 0.395103 0.37642 0.354783 0.329938 0.301612 0.269515 0.233333 0.192733 0.147356 0.0968195 0.0407134 -0.0214004 0.127424 0.441538 0.701336 0.915899 1.09382 1.24234 1.36733 1.47338 1.56412 1.64238 1.71038 1.76988 1.82229 1.86874 -0.255582 -0.766667 
0.388618 0.396815 0.40483 0.412624 0.420153 0.42737 0.434222 0.313333 0.166667 0.04 -0.0666667 -0.153333 -0.22 -0.255552 -0.253083 -0.252379 -0.254168 -0.253333 -0.2 -0.126667 -0.0333333 0.08 0.213333 0.366667 0.401277 0.38291 0.361606 0.337111 0.309153 0.277442 0.241667 0.201494 0.156566 0.106501 0.0508918 -0.0107002 0.141085 0.452799 0.710699 0.923761 1.10048 1.24805 1.37226 1.47768 1.56789 1.64571 1.71334 1.77254 1.82468 1.8709 -0.252346 -0.758333 
0.390478 0.398769 0.406885 0.414784 0.422424 0.429757 0.436732 0.39 0.24 0.11 -2.22045e-14 -0.09 -0.16 -0.21 -0.24 -0.249046 -0.24 -0.21 -0.16 -0.09 -8.99281e-15 0.11 0.24 0.39 0.40745 0.3894 0.368429 0.344283 0.316693 0.285369 0.25 0.210254 0.165776 0.116183 0.0610701 -4.55191e-15 0.154747 0.46406 0.720062 0.931622 1.10715 1.25376 1.37719 1.48197 1.57166 1.64905 1.71631 1.77519 1.82707 1.87306 -0.249046 -0.75 
0.392337 0.400724 0.40894 0.416945 0.424695 0.432145 0.439242 0.44593 0.313333 0.18 0.0666667 -0.0266667 -0.1 -0.153333 -0.186667 -0.2 -0.193333 -0.166667 -0.12 -0.0533333 0.0333333 0.14 0.266667 0.413333 0.413624 0.39589 0.375252 0.351456 0.324233 0.293296 0.258333 0.219015 0.174985 0.125865 0.0712485 0.0107002 0.168408 0.475322 0.729425 0.939484 1.11382 1.25947 1.38212 1.48627 1.57543 1.65238 1.71928 1.77784 1.82946 1.87522 -0.200278 -0.741667 
0.394197 0.402679 0.410995 0.419105 0.426966 0.434532 0.441752 0.448569 0.386667 0.25 0.133333 0.0366667 -0.04 -0.0966667 -0.133333 -0.15 -0.146667 -0.123333 -0.08 -0.0166667 0.0666667 0.17 0.293333 0.434558 0.419797 0.40238 0.382074 0.358628 0.331774 0.301223 0.266667 0.227775 0.184195 0.135547 0.0814269 0.0214004 0.182069 0.486583 0.738789 0.947346 1.12048 1.26517 1.38705 1.49056 1.57921 1.65571 1.72224 1.7805 1.83185 1.87738 -0.151111 -0.733333 
0.396056 0.404634 0.41305 0.421265 0.429238 0.43692 0.444261 0.451207 0.457698 0.32 0.2 0.1 0.02 -0.04 -0.08 -0.1 -0.1 -0.08 -0.04 0.02 0.1 0.2 0.32 0.44043 0.42597 0.40887 0.388897 0.365801 0.339314 0.30915 0.275 0.236536 0.193405 0.145229 0.0916052 0.0321006 0.19573 0.497844 0.748152 0.955207 1.12715 1.27088 1.39198 1.49486 1.58298 1.65905 1.72521 1.78315 1.83423 1.87953 -0.1025 -0.725 
0.397915 0.406588 0.415105 0.423426 0.431509 0.439307 0.446771 0.453846 0.460472 0.39 0.266667 0.163333 0.08 0.0166667 -0.0266667 -0.05 -0.0533333 -0.0366667 -1.23235e-14 0.0566667 0.133333 0.23 0.346667 0.446302 0.432144 0.41536 0.39572 0.372973 0.346854 0.317076 0.283333 0.245297 0.202615 0.154911 0.101784 0.0428008 0.209391 0.509105 0.757515 0.963069 1.13382 1.27659 1.39691 1.49916 1.58675 1.66238 1.72817 1.78581 1.83662 1.88169 -0.0544444 -0.716667 
0.399775 0.408543 0.41716 0.425586 0.43378 0.441695 0.449281 0.456485 0.463246 0.46 0.333333 0.226667 0.14 0.0733333 0.0266667 -1.73195e-14 -0.00666667 0.00666667 0.04 0.0933333 0.166667 0.26 0.373333 0.452175 0.438317 0.42185 0.402543 0.380146 0.354395 0.325003 0.291667 0.254057 0.211824 0.164593 0.111962 0.0535011 0.223053 0.520367 0.766879 0.970931 1.14048 1.2823 1.40184 1.50345 1.59052 1.66571 1.73114 1.78846 1.83901 1.88385 -0.00694444 -0.708333 
0.401634 0.410498 0.419215 0.427746 0.436051 0.444082 0.451791 0.459123 0.46602 0.472416 0.4 0.29 0.2 0.13 0.08 0.05 0.04 0.05 0.08 0.13 0.2 0.29 0.4 0.458047 0.444491 0.42834 0.409365 0.387319 0.361935 0.33293 0.3 0.262818 0.221034 0.174275 0.12214 0.0642013 0.236714 0.531628 0.776242 0.978792 1.14715 1.288 1.40677 1.50775 1.59429 1.66905 1.7341 1.79111 1.8414 1.88601 0.04 -0.7 
0.403494 0.412453 0.42127 0.429907 0.438322 0.44647 0.454301 0.461762 0.468793 0.475332 0.466667 0.353333 0.26 0.186667 0.133333 0.1 0.0866667 0.0933333 0.12 0.166667 0.233333 0.32 0.426667 0.46392 0.450664 0.43483 0.416188 0.394491 0.369475 0.340857 0.308333 0.271578 0.230244 0.183957 0.132319 0.0749015 0.250375 0.542889 0.785605 0.986654 1.15382 1.29371 1.41171 1.51204 1.59806 1.67238 1.73707 1.79377 1.84378 1.88817 0.0863889 -0.691667 
0.405353 0.414408 0.423325 0.432067 0.440593 0.448858 0.456811 0.464401 0.471567 0.478248 0.484375 0.416667 0.32 0.243333 0.186667 0.15 0.133333 0.136667 0.16 0.203333 0.266667 0.35 0.453333 0.469792 0.456838 0.44132 0.423011 0.401664 0.377016 0.348784 0.316667 0.280339 0.239454 0.193639 0.142497 0.0856017 0.264036 0.55415 0.794969 0.994515 1.16048 1.29942 1.41664 1.51634 1.60183 1.67571 1.74003 1.79642 1.84617 1.89033 0.132222 -0.683333 
0.407213 0.416362 0.42538 0.434227 0.442864 0.451245 0.459321 0.467039 0.474341 0.481164 0.48744 0.48 0.38 0.3 0.24 0.2 0.18 0.18 0.2 0.24 0.3 0.38 0.48 0.475664 0.463011 0.44781 0.429834 0.408836 0.384556 0.356711 0.325 0.2891 0.248663 0.203321 0.152675 0.0963019 0.277697 0.565412 0.804332 1.00238 1.16715 1.30513 1.42157 1.52063 1.6056 1.67905 1.743 1.79908 1.84856 1.89249 0.1775 -0.675 
0.409072 0.418317 0.427435 0.436388 0.445135 0.453633 0.461831 0.469678 0.477115 0.484081 0.490506 0.496318 0.44 0.356667 0.293333 0.25 0.226667 0.223333 0.24 0.276667 0.333333 0.41 0.491568 0.481537 0.469185 0.4543 0.436656 0.416009 0.392096 0.364638 0.333333 0.29786 0.257873 0.213003 0.162854 0.107002 0.291359 0.576673 0.813695 1.01024 1.17382 1.31084 1.4265 1.52493 1.60937 1.68238 1.74597 1.80173 1.85095 1.89465 0.222222 -0.666667 
0.410931 0.420272 0.42949 0.438548 0.447406 0.45602 0.464341 0.472317 0.479889 0.486997 0.493572 0.49954 0.5 0.413333 0.346667 0.3 0.273333 0.266667 0.28 0.313333 0.366667 0.44 0.497154 0.487409 0.475358 0.46079 0.443479 0.423181 0.399637 0.372565 0.341667 0.306621 0.267083 0.222685 0.173032 0.117702 0.30502 0.587934 0.823058 1.0181 1.18048 1.31654 1.43143 1.52922 1.61314 1.68571 1.74893 1.80438 1.85334 1.89681 0.266389 -0.658333 
0.412791 0.422227 0.431545 0.440708 0.449677 0.458408 0.466851 0.474955 0.482663 0.489913 0.496637 0.502763 0.508212 0.47 0.4 0.35 0.32 0.31 0.32 0.35 0.4 0.47 0.50274 0.493282 0.481532 0.46728 0.450302 0.430354 0.407177 0.380492 0.35 0.315381 0.276293 0.232367 0.18321 0.128403 0.318681 0.599195 0.832422 1.02596 1.18715 1.32225 1.43636 1.53352 1.61691 1.68905 1.7519 1.80704 1.85572 1.89896 0.31 -0.65 
0.41465 0.424181 0.4336 0.442869 0.451949 0.460795 0.469361 0.477594 0.485437 0.492829 0.499703 0.505986 0.5116 0.51646 0.453333 0.4 0.366667 0.353333 0.36 0.386667 0.433333 0.5 0.508326 0.499154 0.487705 0.47377 0.457125 0.437527 0.414717 0.388419 0.358333 0.324142 0.285502 0.242049 0.193389 0.139103 0.332342 0.610457 0.841785 1.03382 1.19382 1.32796 1.44129 1.53781 1.62068 1.69238 1.75486 1.80969 1.85811 1.90112 0.353056 -0.641667 
0.41651 0.426136 0.435655 0.445029 0.45422 0.463183 0.471871 0.480232 0.488211 0.495745 0.502769 0.509209 0.514988 0.520022 0.506667 0.45 0.413333 0.396667 0.4 0.423333 0.466667 0.52073 0.513912 0.505026 0.493879 0.48026 0.463947 0.444699 0.422257 0.396346 0.366667 0.332903 0.294712 0.251731 0.203567 0.149803 0.346003 0.621718 0.851148 1.04169 1.20048 1.33367 1.44622 1.54211 1.62445 1.69571 1.75783 1.81235 1.8605 1.90328 0.395556 -0.633333 
0.418369 0.428091 0.43771 0.447189 0.456491 0.46557 0.474381 0.482871 0.490985 0.498661 0.505834 0.512432 0.518376 0.523583 0.527962 0.5 0.46 0.44 0.44 0.46 0.5 0.526043 0.519498 0.510899 0.500052 0.48675 0.47077 0.451872 0.429798 0.404273 0.375 0.341663 0.303922 0.261413 0.213745 0.160503 0.359665 0.632979 0.860512 1.04955 1.20715 1.33937 1.45115 1.54641 1.62822 1.69905 1.76079 1.815 1.86289 1.90544 0.4375 -0.625 
0.420228 0.430046 0.439765 0.44935 0.458762 0.467958 0.476891 0.48551 0.493759 0.501577 0.5089 0.515655 0.521764 0.527145 0.531706 0.535349 0.506667 0.483333 0.48 0.496667 0.533333 0.531357 0.525084 0.516771 0.506226 0.49324 0.477593 0.459044 0.437338 0.412199 0.383333 0.350424 0.313132 0.271095 0.223924 0.171203 0.373326 0.644241 0.869875 1.05741 1.21382 1.34508 1.45608 1.5507 1.632 1.70238 1.76376 1.81765 1.86527 1.9076 0.478889 -0.616667 
0.422088 0.432 0.44182 0.45151 0.461033 0.470345 0.479401 0.488148 0.496533 0.504494 0.511966 0.518878 0.525152 0.530707 0.53545 0.539285 0.542106 0.526667 0.52 0.533333 0.540823 0.53667 0.53067 0.522644 0.512399 0.499731 0.484416 0.466217 0.444878 0.420126 0.391667 0.359184 0.322342 0.280777 0.234102 0.181904 0.386987 0.655502 0.879238 1.06527 1.22048 1.35079 1.46102 1.555 1.63577 1.70571 1.76673 1.82031 1.86766 1.90976 0.519722 -0.608333 
0.423947 0.433955 0.443875 0.45367 0.463304 0.472733 0.481911 0.490787 0.499307 0.50741 0.515031 0.5221 0.528541 0.534269 0.539195 0.543222 0.546244 0.548148 0.548812 0.548102 0.545878 0.541984 0.536256 0.528516 0.518573 0.506221 0.491238 0.473389 0.452419 0.428053 0.4 0.367945 0.331551 0.290459 0.244281 0.192604 0.400648 0.666763 0.888602 1.07313 1.22715 1.3565 1.46595 1.55929 1.63954 1.70905 1.76969 1.82296 1.87005 1.91192 0.548812 -0.6 
0.425807 0.43591 0.44593 0.455831 0.465575 0.47512 0.484421 0.493426 0.502081 0.510326 0.518097 0.525323 0.531929 0.53783 0.542939 0.547158 0.550382 0.552498 0.553385 0.55291 0.550932 0.547297 0.541842 0.534388 0.524746 0.512711 0.498061 0.480562 0.459959 0.43598 0.408333 0.376705 0.340761 0.300141 0.254459 0.203304 0.414309 0.678024 0.897965 1.08099 1.23382 1.36221 1.47088 1.56359 1.64331 1.71238 1.77266 1.82562 1.87244 1.91408 0.553404 -0.591667 
0.427666 0.437865 0.447984 0.457991 0.467846 0.477508 0.486931 0.496064 0.504854 0.513242 0.521163 0.528546 0.535317 0.541392 0.546684 0.551094 0.55452 0.556849 0.557958 0.557718 0.555986 0.552611 0.547428 0.540261 0.53092 0.519201 0.504884 0.487735 0.467499 0.443907 0.416667 0.385466 0.349971 0.309822 0.264637 0.214004 0.427971 0.689286 0.907328 1.08886 1.24048 1.36791 1.47581 1.56788 1.64708 1.71571 1.77562 1.82827 1.87483 1.91624 0.558035 -0.583333 
0.429526 0.439819 0.450039 0.460151 0.470117 0.479896 0.489441 0.498703 0.507628 0.516158 0.524228 0.531769 0.538705 0.544954 0.550428 0.555031 0.558658 0.561199 0.562532 0.562526 0.561041 0.557925 0.553014 0.546133 0.537093 0.525691 0.511707 0.494907 0.47504 0.451834 0.425 0.394227 0.359181 0.319504 0.274816 0.224704 0.441632 0.700547 0.916691 1.09672 1.24715 1.37362 1.48074 1.57218 1.65085 1.71905 1.77859 1.83092 1.87721 1.91839 0.562705 -0.575 
0.431385 0.441774 0.452094 0.462312 0.472388 0.482283 0.491951 0.501342 0.510402 0.519074 0.527294 0.534992 0.542093 0.548516 0.554172 0.558967 0.562797 0.56555 0.567105 0.567334 0.566095 0.563238 0.5586 0.552006 0.543267 0.532181 0.518529 0.50208 0.48258 0.459761 0.433333 0.402987 0.36839 0.329186 0.284994 0.235405 0.455293 0.711808 0.926055 1.10458 1.25382 1.37933 1.48567 1.57647 1.65462 1.72238 1.78155 1.83358 1.8796 1.92055 0.567414 -0.566667 
0.433244 0.443729 0.454149 0.464472 0.47466 0.484671 0.49446 0.50398 0.513176 0.52199 0.53036 0.538215 0.545481 0.552078 0.557917 0.562903 0.566935 0.5699 0.571679 0.572142 0.57115 0.568552 0.564186 0.557878 0.54944 0.538671 0.525352 0.509252 0.49012 0.467688 0.441667 0.411748 0.3776 0.338868 0.295172 0.246105 0.468954 0.723069 0.935418 1.11244 1.26048 1.38504 1.4906 1.58077 1.65839 1.72571 1.78452 1.83623 1.88199 1.92271 0.572162 -0.558333 
0.435104 0.445684 0.456204 0.466632 0.476931 0.487058 0.49697 0.506619 0.51595 0.524907 0.533425 0.541437 0.548869 0.555639 0.561661 0.56684 0.571073 0.57425 0.576252 0.57695 0.576204 0.573865 0.569772 0.56375 0.555614 0.545161 0.532175 0.516425 0.497661 0.475615 0.45 0.420508 0.38681 0.34855 0.305351 0.256805 0.482615 0.734331 0.944781 1.1203 1.26715 1.39074 1.49553 1.58507 1.66216 1.72905 1.78748 1.83889 1.88438 1.92487 0.57695 -0.55 
0.436963 0.447638 0.458259 0.468793 0.479202 0.489446 0.49948 0.509257 0.518724 0.527823 0.536491 0.54466 0.552257 0.559201 0.565406 0.570776 0.575211 0.578601 0.580826 0.581758 0.581259 0.579179 0.575358 0.569623 0.561787 0.551651 0.538998 0.523597 0.505201 0.483542 0.458333 0.429269 0.39602 0.358232 0.315529 0.267505 0.496277 0.745592 0.954145 1.12816 1.27382 1.39645 1.50046 1.58936 1.66593 1.73238 1.79045 1.84154 1.88676 1.92703 0.581778 -0.541667 
0.438823 0.449593 0.460314 0.470953 0.481473 0.491833 0.50199 0.511896 0.521498 0.530739 0.539557 0.547883 0.555645 0.562763 0.56915 0.574713 0.57935 0.582951 0.585399 0.586566 0.586313 0.584492 0.580944 0.575495 0.567961 0.558141 0.545821 0.53077 0.512741 0.491469 0.466667 0.43803 0.405229 0.367914 0.325707 0.278206 0.509938 0.756853 0.963508 1.13602 1.28048 1.40216 1.50539 1.59366 1.6697 1.73571 1.79342 1.84419 1.88915 1.92919 0.586646 -0.533333 
0.440682 0.451548 0.462369 0.473113 0.483744 0.494221 0.5045 0.514535 0.524272 0.533655 0.542622 0.551106 0.559033 0.566325 0.572894 0.578649 0.583488 0.587301 0.589973 0.591374 0.591367 0.589806 0.58653 0.581368 0.574134 0.564631 0.552643 0.537942 0.520282 0.499395 0.475 0.44679 0.414439 0.377596 0.335886 0.288906 0.523599 0.768114 0.972871 1.14389 1.28715 1.40787 1.51032 1.59795 1.67347 1.73905 1.79638 1.84685 1.89154 1.93135 0.591555 -0.525 
0.442541 0.453503 0.464424 0.475274 0.486015 0.496608 0.50701 0.517173 0.527046 0.536571 0.545688 0.554329 0.562421 0.569887 0.576639 0.582585 0.587626 0.591652 0.594546 0.596181 0.596422 0.59512 0.592116 0.58724 0.580308 0.571121 0.559466 0.545115 0.527822 0.507322 0.483333 0.455551 0.423649 0.387278 0.346064 0.299606 0.53726 0.779376 0.982234 1.15175 1.29382 1.41358 1.51526 1.60225 1.67724 1.74238 1.79935 1.8495 1.89393 1.93351 0.596506 -0.516667 
0.444401 0.455457 0.466479 0.477434 0.488286 0.498996 0.50952 0.519812 0.52982 0.539487 0.548753 0.557552 0.565809 0.573448 0.580383 0.586522 0.591764 0.596002 0.599119 0.600989 0.601476 0.600433 0.597702 0.593112 0.586481 0.577611 0.566289 0.552288 0.535362 0.515249 0.491667 0.464311 0.432859 0.39696 0.356242 0.310306 0.550921 0.790637 0.991598 1.15961 1.30048 1.41928 1.52019 1.60654 1.68102 1.74571 1.80231 1.85215 1.89632 1.93567 0.601497 -0.508333 
0.44626 0.457412 0.468534 0.479594 0.490557 0.501383 0.51203 0.522451 0.532594 0.542404 0.551819 0.560774 0.569198 0.57701 0.584128 0.590458 0.595902 0.600353 0.603693 0.605797 0.606531 0.605747 0.603288 0.598985 0.592655 0.584101 0.573112 0.55946 0.542902 0.523176 0.5 0.473072 0.442068 0.406642 0.366421 0.321006 0.564583 0.801898 1.00096 1.16747 1.30715 1.42499 1.52512 1.61084 1.68479 1.74905 1.80528 1.85481 1.8987 1.93782 0.606531 -0.5 
0.44812 0.459367 0.470589 0.481755 0.492828 0.503771 0.51454 0.525089 0.535368 0.54532 0.554885 0.563997 0.572586 0.580572 0.587872 0.594395 0.600041 0.604703 0.608266 0.610605 0.611585 0.61106 0.608874 0.604857 0.598828 0.590591 0.579934 0.566633 0.550443 0.531103 0.508333 0.481833 0.451278 0.416324 0.376599 0.331707 0.578244 0.813159 1.01032 1.17533 1.31382 1.4307 1.53005 1.61513 1.68856 1.75238 1.80824 1.85746 1.90109 1.93998 0.611606 -0.491667 
0.449979 0.461322 0.472644 0.483915 0.495099 0.506158 0.51705 0.527728 0.538142 0.548236 0.55795 0.56722 0.575974 0.584134 0.591616 0.598331 0.604179 0.609053 0.61284 0.615413 0.61664 0.616374 0.61446 0.61073 0.605002 0.597081 0.586757 0.573805 0.557983 0.53903 0.516667 0.490593 0.460488 0.426006 0.386778 0.342407 0.591905 0.824421 1.01969 1.18319 1.32048 1.43641 1.53498 1.61943 1.69233 1.75571 1.81121 1.86012 1.90348 1.94214 0.616724 -0.483333 
0.451839 0.463276 0.474699 0.486075 0.497371 0.508546 0.51956 0.530367 0.540916 0.551152 0.561016 0.570443 0.579362 0.587696 0.595361 0.602267 0.608317 0.613404 0.617413 0.620221 0.621694 0.621687 0.620046 0.616602 0.611175 0.603571 0.59358 0.580978 0.565523 0.546957 0.525 0.499354 0.469698 0.435688 0.396956 0.353107 0.605566 0.835682 1.02905 1.19106 1.32715 1.44211 1.53991 1.62373 1.6961 1.75905 1.81417 1.86277 1.90587 1.9443 0.621885 -0.475 
0.453698 0.465231 0.476754 0.488236 0.499642 0.510934 0.52207 0.533005 0.543689 0.554068 0.564082 0.573666 0.58275 0.591257 0.599105 0.606204 0.612455 0.617754 0.621987 0.625029 0.626748 0.627001 0.625632 0.622474 0.617349 0.610061 0.600403 0.58815 0.573064 0.554884 0.533333 0.508114 0.478907 0.44537 0.407134 0.363807 0.619227 0.846943 1.03841 1.19892 1.33382 1.44782 1.54484 1.62802 1.69987 1.76238 1.81714 1.86542 1.90825 1.94646 0.627089 -0.466667 
0.455557 0.467186 0.478809 0.490396 0.501913 0.513321 0.52458 0.535644 0.546463 0.556984 0.567147 0.576889 0.586138 0.594819 0.60285 0.61014 0.616593 0.622105 0.62656 0.629837 0.631803 0.632315 0.631218 0.628347 0.623522 0.616551 0.607225 0.595323 0.580604 0.562811 0.541667 0.516875 0.488117 0.455052 0.417313 0.374507 0.632889 0.858204 1.04778 1.20678 1.34048 1.45353 1.54977 1.63232 1.70364 1.76571 1.82011 1.86808 1.91064 1.94862 0.632337 -0.458333 
0.457417 0.469141 0.480864 0.492556 0.504184 0.515709 0.52709 0.538283 0.549237 0.5599 0.570213 0.580112 0.589526 0.598381 0.606594 0.614077 0.620732 0.626455 0.631133 0.634645 0.636857 0.637628 0.636804 0.634219 0.629695 0.623041 0.614048 0.602496 0.588144 0.570738 0.55 0.525636 0.497327 0.464734 0.427491 0.385398 0.64655 0.869466 1.05714 1.21464 1.34715 1.45924 1.5547 1.63661 1.70741 1.76905 1.82307 1.87073 1.91303 1.95078 0.637628 -0.45 
0.459276 0.471095 0.482919 0.494717 0.506455 0.518096 0.5296 0.540921 0.552011 0.562817 0.573279 0.583334 0.592914 0.601943 0.610339 0.618013 0.62487 0.630805 0.635707 0.639453 0.641912 0.642942 0.64239 0.640092 0.635869 0.629531 0.620871 0.609668 0.595685 0.578665 0.558333 0.534396 0.506537 0.474416 0.437669 0.402065 0.660211 0.880727 1.0665 1.2225 1.35382 1.46495 1.55963 1.64091 1.71118 1.77238 1.82604 1.87339 1.91542 1.95294 0.642964 -0.441667 
0.461136 0.47305 0.484974 0.496877 0.508726 0.520484 0.53211 0.54356 0.554785 0.565733 0.576344 0.586557 0.596302 0.605504 0.614083 0.621949 0.629008 0.635156 0.64028 0.644261 0.646966 0.648255 0.647976 0.645964 0.642042 0.636021 0.627694 0.616841 0.603225 0.586591 0.566667 0.543157 0.515746 0.484098 0.447848 0.418731 0.673872 0.891988 1.07587 1.23036 1.36048 1.47065 1.56457 1.6452 1.71495 1.77571 1.829 1.87604 1.91781 1.9551 0.648344 -0.433333 
0.462995 0.475005 0.487029 0.499038 0.510997 0.522871 0.53462 0.546198 0.557559 0.568649 0.57941 0.58978 0.59969 0.609066 0.617827 0.625886 0.633146 0.639506 0.644854 0.649069 0.65202 0.653569 0.653562 0.651836 0.648216 0.642511 0.634516 0.624013 0.610765 0.594518 0.575 0.551917 0.524956 0.49378 0.458026 0.435398 0.687533 0.90325 1.08523 1.23823 1.36715 1.47636 1.5695 1.6495 1.71872 1.77905 1.83197 1.87869 1.92019 1.95725 0.65377 -0.425 
0.464855 0.47696 0.489084 0.501198 0.513268 0.525259 0.53713 0.548837 0.560333 0.571565 0.582476 0.593003 0.603078 0.612628 0.621572 0.629822 0.637284 0.643856 0.649427 0.653876 0.657075 0.658882 0.659148 0.657709 0.654389 0.649001 0.641339 0.631186 0.618306 0.602445 0.583333 0.560678 0.534166 0.503462 0.468204 0.452065 0.701195 0.914511 1.09459 1.24609 1.37382 1.48207 1.57443 1.65379 1.72249 1.78238 1.83493 1.88135 1.92258 1.95941 0.659241 -0.416667 
0.466714 0.478914 0.491139 0.503358 0.515539 0.527646 0.53964 0.551476 0.563107 0.574481 0.585541 0.596226 0.606466 0.61619 0.625316 0.633758 0.641423 0.648207 0.654001 0.658684 0.662129 0.664196 0.664734 0.663581 0.660563 0.655491 0.648162 0.638358 0.625846 0.610372 0.591667 0.569439 0.543376 0.513143 0.478383 0.468731 0.714856 0.925772 1.10396 1.25395 1.38048 1.48778 1.57936 1.65809 1.72626 1.78571 1.8379 1.884 1.92497 1.96157 0.664757 -0.408333 
0.468573 0.480869 0.493194 0.505519 0.51781 0.530034 0.54215 0.554114 0.565881 0.577397 0.588607 0.599449 0.609854 0.619752 0.629061 0.637695 0.645561 0.652557 0.658574 0.663492 0.667184 0.66951 0.67032 0.669454 0.666736 0.661981 0.654985 0.645531 0.633386 0.618299 0.6 0.578199 0.552585 0.522825 0.488561 0.485398 0.728517 0.937033 1.11332 1.26181 1.38715 1.49348 1.58429 1.66239 1.73003 1.78905 1.84087 1.88666 1.92736 1.96373 0.67032 -0.4 
0.470433 0.482824 0.495249 0.507679 0.520082 0.532421 0.54466 0.556753 0.568655 0.580313 0.591673 0.602671 0.613243 0.623313 0.632805 0.641631 0.649699 0.656908 0.663147 0.6683 0.672238 0.674823 0.675906 0.675326 0.67291 0.668471 0.661807 0.652704 0.640927 0.626226 0.608333 0.58696 0.561795 0.532507 0.498739 0.502065 0.742178 0.948295 1.12268 1.26967 1.39382 1.49919 1.58922 1.66668 1.73381 1.79238 1.84383 1.88931 1.92974 1.96589 0.675929 -0.391667 
0.472292 0.484779 0.497304 0.509839 0.522353 0.534809 0.547169 0.559392 0.571429 0.58323 0.594738 0.605894 0.616631 0.626875 0.636549 0.645568 0.653837 0.661258 0.667721 0.673108 0.677293 0.680137 0.681492 0.681198 0.679083 0.674961 0.66863 0.659876 0.648467 0.634153 0.616667 0.59572 0.571005 0.542189 0.508918 0.518731 0.755839 0.959556 1.13205 1.27753 1.40048 1.5049 1.59415 1.67098 1.73758 1.79571 1.8468 1.89196 1.93213 1.96805 0.681586 -0.383333 
